Singkatan/Slang,Frekuensi,Contoh Ulasan 1,Contoh Ulasan 2,Contoh Ulasan 3
sedihh,3,[BRImo] sedihh bnget harus login trus akun ku jga keblokir lgii pas loginn,[BRImo] maaf kasi bintang susah banget buat dftar soalnya udah bolak balik kantor bri ttep gak mulu asli si sedihh banget rasanya pen nangis dong bantu gimana caranya saya masuk bikin akun aja susah nya minta ampun,[livin] suka error gitu tiba padahal butuh bangeetttttt mau dipake buat bayaar sedihh
aduuhh,3,[livin] aduuhh kyk mna malu kali pas belanja mau bayar livin ga di buka tolonglah pihak mandiri,[livin] aduuhh malah g verifikasi wajah padahal udah centang ttp g terhubung udah bank jg g gimana masee,[livin] jelek banget aduuhh kebiasaan kalo udah jam malem atas aplikasi ga transfer top up apapun sii percuma dong mbanking kalo tetep jalan atm di perbaiki dong
mbk,3,[livin] kok gak masuk nih mbk disuruh aktivasi terus,[livin] sekarang sering lemot sekali pak mbk,[Wondr] lama bgt loding masuk apk nya malu ditungguin mbk nya
nahh,3,[BCAMobile] menu show qr sdh ga tlg berikan alasan update baru semkain byk fitur nahh fitur penting kog malah hapus,[BRImo] wkwk lucu ni perusahaan padahal udah gede giliran banyak yg percaya malah banyak gangguan lah lahh padahal sebelumnya enak enak aja nihh sampek kejadian kemarin tanggal jam nah pas waktu ituu gua mau ambil uang atm daerah kampus uin khas jember nahh ambil lahh awal nya tuh enak gada kendala masukin pin nominal uang masi gada kendala tuu ehh pas uang mau keluar malah mesin atm nya mati and alhasil uang gua ga keluar gua rugi rp bri kocak,[livin] nahh kan bener kira saya yg mengalami kendala ternyata semuanya gimana sih
klihatan,3,[livin] katanya menu power cash kok hampir bulan bolak balik ni aplikasi gak klihatan tu menu fitur power cash waduh ni aplikasi banyak tipu,[livin] aplikasi sering bngt eror saldo ga klihatan mau ngapaain jdi susah apa klo mendesak,[livin] mungkin sangat terbantu livin mudah tf dompet digital tp kok makin lama semakin banyak aja saldo yg dipotong awal pake klihatan disana potongan cmn tp dr desember jadi sekarang eh jadi administrasi kartu debit dipotong kali bln
ngintip,3,[livin] transaksi pembayaran transfer harusnya input nominal saldo rekeningnya hide jangan ditampilin ini dicari gada pengaturanya orang jadi ngintip belakang samping pas bayar pakai qris bumn padahal kalah sama bank swasta,[livin] beberapa hari terahir gak ngapa ngapain ngintip saldo minta setting jam payah,[livin] setelah update malah gk ngintip saldo yaa trz klu mau login loading lama
semuaaa,3,[livin] keluhannya samaaaa semuaaaaaaaa hooooeeee mandirii gimana customermuuu inii semuaaa segera perbaikiii woooyyy tf bisa jam otomatis lah apa lah ituu apaaaaa,[livin] woiii mandiri babiii anjinggg saya punya saldo habis semuaaa bangsattty yaa sekrang susah rb itupun tarik transfer ovo rb tdk bangsattttt,[Wondr] masak log in semuaaa sudh selesai cb mau masuk lgi suruh ngulang sperty awal lgiii ribet jd tdk bs pakeee kl emng blom sempurna jng terbitkn aplikasinyaaa
sekolahin,2,[livin] ribet kemarin gangguan dari pengaturan jam terus coba bagian it nya sekolahin gagal mulu udah tlp kepengaduan gk solusi,[Wondr] yah minimal cabang sekolahin dulu lah apk biar yg mau jadi coustumer bang bni gk terlalu pusing masak yg kerja orang yg pinter tentang apk cuma petugas satpam plis lah minimal sekolahin dulu yg depan komputer biar kalo tanya ngerti gk jawab gk tau pak terus ngasih arahan sama satpam pak yg tau pak pikiran apa gunanya manusia,
sbnrny,2,[livin] aplikasi in sbnrny sgt membantu dlm bertransaksi hnya aaja knp tiap diatas jam mlm selalu gk bs hingga digunakan pdhl mlm sy selalu bertransaksi,[Wondr] mentang bnyk yng pake potongan dlem nya gede bgt gmn kl yng lg nganggur blm smpt krja lg blm smpt lg pke atmn ny aku ksi bintng dlu msa mau ptong trs nti nymoe smpe lgi smpe k blok bbro nge cek isi min gmna kl uang cm buat kbtuhn gmungkin ingt isi sldo wlpun cm rb gdeny rb tlong lahk min bntu kringanan dkit enk pke atm ni bni bgus jg sbnrny msa mkin ksni mkin ksna si,
pmbyran,2,[livin] ngasih program kredit agunan limit pas pengajuan tolak tambah pmbyran auto debit kalau tolak jangan ngasih limit bikin kecewa aja padahal salary sy masuk via mandiri,[Wondr] aplikasi baru tp malah sering gangguan dibutuhkan utk pmbyran malah error pdhal sinyal bagus kuota msh banyak fitur kurg user friendly kalah lengkap drpd bni mobile banking ga tau ini maksudnya inovasi apa kok masih banyak kekurangannya mhn jd koreksi masukan utk tim developer aplikasi,
mungki,2,[livin] gmn sih apk sya sdh koneksikan no dana sya sma akun mandiri pas topup mlh masuk no dana akun awalnya sya fikir gk mungkin msuk org kan di singkron kan jd sya gak ngecek ulang sblm transaksi setlah transaksi saldo gk kunjung msuk sya cek ulang malah terkirim org sya ngamunk tuh pas konfirmasi gk muncul nama penerima y parah andai wktu konfir an nya gk mungki lanjut taransaksinya yg nerima kabur hilang jt,[Wondr] verivikasi wajah pernah jadi mungki ktp sdh sesuai wajah sekarang seiring usia bertambah berulang kali coba tetap gagal mohon perbaiki ktp dibuat tahun lalu mending pake mbanking bni,
dripda,2,[livin] gilaaa potongan awal bulan stelah tgl dipotong biaya kartu debit wah parah mending pake bca dripda mandiri,[Wondr] woiii gak dibuka terus siih gak ngapa in jadinya mending mbanking biasa aja la dripda wonder,
apal,2,[livin] ni livin nya gmn bos q aq masukin pasword slah terus padahal pasword aq apal banget pasword aq masukin salah terus sampek keblokir apk disuruh buka akses kartu atm,[Wondr] pasword apal diluar kepala berkali dipakai gak masalah tiba pasword dinyatakan salah diminta bikin pasword baru jadi lancar pas keluar aplikasi jam kemudian coba login pasword dinyatakan salah diminta buat pasword baru sekelas bni kok apl nya gini padahal pasword ke tulis si kertas saya save otomatis terakhir malah disuruh nunggu besok padahal urgent buat apa bikin apl kalo cm nyusahin orang,
bres,2,[livin] tgl agustus bres update sekarang tgl update,[livin] aneh sistem nya suruh riset sandi pas mau bres kompirmasi ulang sandinya g di pencet ampun,
hebatt,2,[livin] hebatt aplikasi perbankan terbaik melakukan maintenance mengabarkan dulu userr hebat sekalii developer duhh developer kalau tuhh yaa kalau mau maintenance mbok di kabari dulu user nya kalau gini kan jadi nya panik semua mau bayar via apps nya hebat sekali emang apps entar dibalesnya mohon hubungi blablabla hadehh percuma layanan lu kurang sat set lelet dulu pernah lapor tiket responnya kek siput kalah cepet ama ovo,[Wondr] aplikasi ga jelas jaringan bagus normal tpi pas masuk kendala jaringan hebatt,
gokilll,2,[livin] eroor semuanya skrng saldo terakhir ribu pas awal padahal coman ribu terus pengambilan debit x jadi k gokilll,[Wondr] kurang aplikasi siap udah launching banyak kendala maintenance udah gitu kehilangan disini notif padahal transaksi gagal tpi tetep ilang k gokilll,
mnjdi,2,[livin] bank paling buruk yg prnh diindonesia aplikasi m banking tidur terus gak mau buka saldo mengendap sempat rb sekarang balik kesemula mnjdi rb transaksi selalu gagal terus histori riwayat transfer ketik rekening baru paling nmr rekening tujuan yg tersimpan betapa bodohnya menipunya bank saldo msh sisa rb tdk digunakan untuk transaksi apapun sales nya bilang skr saldo mandiri ngendap rb selamanya,[livin] sy pngguna hp xiaomi redmi g sblumny sy lncar sj mnggunakn livin by mandiri slang wktu kmudian sy mendpt pmbritahuan dr app bhw sy hrs ngupdate app livin bbrp wktu kmdian sy tdk dpt ngakses livin sy lg krna wjib update sewaktu sy mau update dpt pmberitahuan sy tdk dpt ngupdate kmudian sy uninstall app ny dgn hrpan stlah instal ulang app mnjdi vrsi trbaru nah skrng malah tdk dpt mengintlstal app sy sdh lpor k mandiri lewat lwt cs tp tdk respon tim livin gmn dong,
punn,2,[livin] minnn kok habis update langsung buka livin kok salah yaa pas login salah padahal pw bener pakek finger punn jg gak sekarang jadi keblokirr,[livin] drii smuaa ulasaan yg sayaa lihaat pihak livin mengatakan silaah kan hubungin sayaa hubungi pihak livin bertanya apaa adaa yg bisaa dii bantu sayaa jelass kaann ehh dii akhiri telponn nyaa berpikir mungkinn kepencet saya telpon lagii haall yg sama punn terulang buknn x tpii sampaai x permasalahannya cumnn pass transaksi transfer gakk adaa notif masuk dii wirayat g,
anjayyyy,2,[livin] tiap bulan suruh update bikin males aja masuk loadingnya lemot bgt kadang malah bisa masuk nih gmn seh bermutu anjayyyy,[livin] sering banget perbarui anjayyyy,
siiihh,2,[livin] harus uptade tiap hari siiihh,[livin] mau topup selalu gagal siiihh,
difotoin,2,[Wondr] apk masi sampah lemot jaringan padahal udah oke yg paling pr apk gabisa screenshoot ribet foto pake hp satu lg gunanya screenshoot bukan saja nunjukin bukti tf org terkadang kasus kaya kemarin double payment restoran nah minta screenshoot mutasi nya ehh malag gabisa terpaksa difotoin pake hp lg,[Wondr] apk terlalu sangat lemot sekali itu bukti transaksi jg tdk dpt ss jd kalau mau kirim bukti transaksi minjam difotoin orang super ribet saya langsung memutuskan hapus apk dan download lg versi lama apk gagal,
yuks,2,[Wondr] keluhan pembayaran pakai kode qr sinkron kartu kredit yuks bisa yuks update update keluhan per tanggal sama keluhannya pembayaran pakai qr code cuma bisa pakai sumber dana taplus digital ada pilihan kartu kredit prosesnya buka app wondr bni touch qris touch code qr touch sumber dana tabungan giro jadi ada pilihan kartu kredit terima kasih,[Wondr] alasan bintang perubahan cicilan kartu kreditnya bisa yuks segeralah update,
matany,2,[Wondr] argh verifikasi wajah suruh kedipkan mata udh berapa x kedip smpe sakit matany ttp aj gagal verif,[Wondr] aktivasiny termasuk ribet verifikasi wajahny selalu minta kedipkan mata gmn yg distabilitas yg matany gk buka trus pembukaan rekeningny knp hrus ad yg lwt vc ad yg yg lewat vc rata gagal buka rekening,
ihhhhh,2,[livin] lemottttt bgd mau buka aplikasi ihhhhh sebellll,[livin] sih susah banget mau login gagal terus masuknya padahal sinyal kenceng sudah paling update aplikasinya urgent banget loh dibutuhin ngerepotin bgt sih ihhhhh,
bangeeettt,2,[livin] iiihhh kok kena biaya bulanan kartu kredit sech sy kan pernah pakai tu klo kayak yang cuma ekonomi wow nambah beban jadinya jadi males pakeknya klo admin bulanan apa apa lha seperti awal pakai lama tutup aja lha rekeningnya saling membantu malah nyekek nasabahnya mau kaya sendiri udah geto asek bolak balik update aja itupun lelet banget dibukanya hadeuh jadi bangeeettt maaf sekedar apa yg dirasakan,[Wondr] kenapaaa yaaa sering bangeeettt gabisa dibukaaaaa sumpah aplikasi ribet banget tau kok aku cara pulihin akunnya ribet pulihin akunnya hapus chace tiap gak dibuka masukin no kartu lah foto ktp lah pake face lah tiap gak dibuka gitu muluuuu kesel banget gua tanyaa kenapaaa sering banget gabisa dibukaaaa udah lah mau balik bni banking lamaaaa,
kayaq,2,[BRImo] mengeluhkan penarikan atm brimo saldo ketarik uang keluar mikirlah kalau urusan mendadak pengen uangnya cpat gimana lah mesin atm sistem nya bagusin kalau orang gk ngambil yaudah gk usah narik saldo segala dong brimo update lah yg kayaq bgini yg menggunakan bank demi kenyaman kita malah kantor ngurus ini blum laporan di apk ke terima apa evaluasi,[livin] mohon maaf livin sering error nggak kebuka selalu bilang tutup aplikasi kayaq hp kena virus,
aminn,2,[BRImo] maaf min terpaksa mau kirim laporan lewat sini buka brimo pass saya mau tf rekening brimo ternyata nomornya salah padahal saya sesuai semoga baca aminn,[BRImo] makin kesini makin anjinggg brimo bukannya memudahkan bertransaksi malah tiba gabisa dibuka padahal akun sudah benar nya gabisa login doakan semua orang brimo semoga cepat neraka mempersulit memakan uang nasabah aminn allah,
kannn,2,[BRImo] sihh nomor hp sesuai kannn ituu nomor hp nya udah dikirim lewat kode otp via whatsapp udah bener kodenyaaaaa tetep bisaaaaaa woiiiii benerin aplikasi oiiiiii masak gagal muluuuuuu gue cuma mau ngecek saldo doanggg oiiii knp susaahhhhh bangeeett tayyy lahhhhh,[BRImo] kalau pas server enak bagus juga sering servernya kacau balau padahal internetku lancar jaya perbaiki servernya bri woy masa sering bermasalah bri tu bagian bumn kannn punya negaraa kok kacau baget,
knl,2,[BRImo] jangan dipake ni apk gajelas nyesel bnget sumpah pke ni brimo gua isi rbu pas mau login kagak knl,[livin] kpda admin tlg d perbaiki lg systim nya sy ga bs login ga pakai aplikasi mw login selalu notif amankan akun dgn alasan pastikan d apk tdk apk yg tak d knl sy sdh bbrp login selalu bgtu jd sy tdk bs pke apk mw transaksi apa jd ga mhn d perhatikan trm ksh aplikasi nya error trs tdk bs login,
nambahh,2,[BRImo] aplikasi eror masa transaksi masuk notif saldo tdk nambahh,[BRImo] bri kembalikan uang tertelan jangan mencuri orang untk pegawai bri jangan merampas halus tadi setor tunai uang masuk atm saldo nambahh,
waaa,2,[BCAMobile] verifikasi ktp wajah gagal terus telpon hallo bca disuruh cabang terdekat download mbca tuh biar membantu transaksi malah suruh cabang capekk waaa bukanya membantu malah membuntukan,[BRImo] mau beli pulsa bri terus login pakai sidik jari lupa nama pasword katanya keamanan ganti nama id udah masukin datanya tetep gagal berkali kali aku pilih opsi lupa pasword udah ku masukin data nya eh pas konfirmasi nomor hp syarat pastikan pulsa cukup waaa annjgg gua kan buka brimo buat beli pulsa aplikasi update malah makin ribet nyusahin prosedur lama sitem sering eror penjelasan kirim kode sms pakai pulsa user nyesel gua update,
bnrn,2,[BCAMobile] sering terjadi eror trus system nya bnrn yah,[livin] jelek bgt apapun gw baru ganti pin tadi pas mau top up dana masukan pin malah salah aneh pin udh gue simpen memo sama kayak yg tdi bru gue bnrn pinnya jelek bgt gakan gw pake mandiri lgi bye bye,
hayuu,2,[BCAMobile] bca gak aman transaksi sekelas nm nasabah prioritas rekening koran nya obrak abrik apa kita yaa hayuu pindah bank jangan pakai bca yaa,[livin] download susah giliran udh download ga login hayuu aja bolak balik kalah sama tetangga sebelah,
astafirullah,2,[BCAMobile] sumpah abis gw uninstal trs gw downld lg trs knpa pake verivikasi sgala sih susah bange nya emg ngpp pke verivksi wajah maslah nya gw udh ulang berkali kai ga bisa pdhal cahaya posisi wajh gw dah bener trs aba aba muka gue harus gmana gtu trs tautau udah centang trs tb tb lgsg tulisa vervks gagal gitu mulu kesal bgt gw kmrn ga pke gituan astafirullah ngucap gw capek bngt vervks ggl mulu yg sm nggak si pihak bca d bntu,[livin] nek aku gak gajian pake mandiri udah pindah wes nek iso ora bintang bintang siji keapeken nolllll sampe aku buka kudu tak hapus download pemg punjul astafirullah welekkkkbolak balik,
bw,2,[livin] berhari susah transaksi krn disuruh pengaturan jam ponsel sdh sy on off kan pengaturan jam hp taaapiiii msh jg sama sy sdh dtg cs jwbannya dgn gampang pengaturan jam ponsel bu sdh sy uninstal instal ulang msh jg sama sy jg sdh kirim email mandiri jg jwbannya percuuummaaaaa tlg perbaiki aplikasi bikin malu mau byr pake qris tp ga bs sy jarang bgt bw dompet gila bgt sich,[livin] beberapa kali sy sering kecewa aplikasi livin gak dibuka itu terjadi mau melakukan pembayaran by qris klo pas kbtulan bw uang cash sih gk mslh lha ud gk bw uang trus livin nya gk dibuka aduh serasa keringetan nungguin aplikasi buka trus login ud lbh canggih sih skr tp sering lemot loading lama mau login dunk dibenahin lg gmn biar cust lebih puas yaa krn pk banking tuh praktis cukup transaksi via genggaman tangan gk pk ribet bw uang skr,
